rank;personName;age;finalWorth;category;source;country;state;city;organization;selfMade;gender;birthDate;title;philanthropyScore
1818;Kie Chie Wong;74.0;1600;Metals & Mining;investments;Australia;;Sydney;;False;M;4/4/1948;;1.0
1818;Xu Guozhong & family;58.0;1600;Manufacturing;Motors;China;;Changzhou;;True;M;9/1/1963;;1.0
1818;Xu Yuejuan;60.0;1600;Manufacturing;Petro Fibre;China;;Hangzhou;;True;F;1/24/1962;;1.0
1818;Yang Tingdong;61.0;1600;Food & Beverage;brewery;China;;Suqian;;True;M;5/20/1960;;1.0
1818;Yu Peidi;62.0;1600;Real Estate;real estate;China;;Shanghai;;True;M;1/1/1960;;1.0
1818;Matei Zaharia;36.0;1600;Technology;data analytics;United States;California;Berkeley;;True;M;4/21/1985;;1.0
1818;Zhang Jian;53.0;1600;Manufacturing;electric bikes, scooters;China;;Tianjin;;True;M;1/1/1969;;1.0
1818;Keqiang Zhang;61.0;1600;Real Estate;real estate;China;;Guangzhou;;True;M;4/29/1960;;1.0
1818;Zheng Jianjiang & family;61.0;1600;Manufacturing;electrical equipment;China;;Ningbo;;True;M;1/1/1961;;1.0
1818;Zhong Sheng Jian;64.0;1600;Real Estate;real estate;Singapore;;Singapore;;True;M;3/3/1958;;1.0
1929;Antti Aarnio-Wihuri;82.0;1500;Diversified;diversified;Finland;;Helsinki;;False;M;2/24/1940;;1.0
1929;Hamdi Akin & family;67.0;1500;Diversified;diversified;Turkey;;Istanbul;;True;M;1/1/1955;;1.0
1929;Chirayu Amin;75.0;1500;Healthcare;pharmaceuticals;India;;Baroda;;False;M;12/4/1946;;1.0
1929;Joachim Ante;39.0;1500;Technology;game software;Denmark;;Copenhagen;;True;M;1/1/1983;;1.0
1929;Ziv Aviram;63.0;1500;Automotive;automotive technology;Israel;;Mevaseret Zion;;True;M;1/3/1959;;1.0
1929;Danna Azrieli;54.0;1500;Real Estate;Real estate;Israel;;Herzliya;;False;F;6/3/1967;;1.0
1929;Naomi Azrieli;56.0;1500;Real Estate;Real estate;Canada;;Toronto;;False;F;9/26/1965;;1.0
1929;Sharon Azrieli;61.0;1500;Real Estate;Real estate;Canada;;Montreal;;False;F;8/4/1960;;1.0
1929;Lesley Bamberger;56.0;1500;Real Estate;real estate;Netherlands;;Amsterdam;;False;M;6/3/1965;;1.0
1929;Bernhard Braun-Luedicke;45.0;1500;Healthcare;medical technology;Germany;;Melsungen;;False;M;1/1/1977;;1.0
1929;Eva Maria Braun-Luedicke;35.0;1500;Healthcare;medical technology;Germany;;Melsungen;;False;F;1/1/1987;;1.0
1929;Ana Maria Brescia Cafferata;97.0;1500;Diversified;mining, banking;Peru;;Lima;;False;F;4/19/1924;;1.0
1929;Nikolai Buinov;54.0;1500;Energy;oil, gas;Russia;;Irkutsk;;True;M;7/9/1967;;1.0
1929;Paolo Bulgari;84.0;1500;Fashion & Retail;luxury goods;Italy;;Rome;;False;M;9/8/1937;;1.0
1929;Andres Bzurovski Bay;44.0;1500;Finance & Investments;fintech;Uruguay;;Montevideo;;True;M;9/4/1977;;1.0
1929;Ahmet Calik;64.0;1500;Diversified;energy, banking, construction;Turkey;;Istanbul;;True;M;3/1/1958;;1.0
1929;Giuliana Caprotti;81.0;1500;Food & Beverage;supermarkets;Italy;;Milan;;False;F;11/21/1940;;1.0
1929;Marina Caprotti;44.0;1500;Food & Beverage;supermarkets;Italy;;Milan;;False;F;1/17/1978;;1.0
1929;Steve Case;63.0;1500;Technology;AOL;United States;Virginia;McLean;;True;M;8/21/1958;;1.0
1929;Safra Catz;60.0;1500;Technology;software;United States;California;Redwood City;Oracle;True;F;12/13/1961;CEO;1.0
1929;Binod Chaudhary;66.0;1500;Diversified;diversified;Nepal;;Kathmandu;;False;M;4/14/1955;;1.0
1929;Chen Baohua;60.0;1500;Healthcare;pharmaceutical;China;;Linhai;;True;M;1/1/1962;;1.0
1929;Xianbao Chen & family;62.0;1500;Food & Beverage;food;China;;Hefei;;True;M;5/19/1959;;1.0
1929;Chung Yong-jin;53.0;1500;Fashion & Retail;retail;South Korea;;Seoul;Shinsegae;False;M;9/19/1968;;1.0
1929;Steve Conine;49.0;1500;Technology;online retail;United States;Massachusetts;Boston;;True;M;8/28/1972;;1.0
1929;Eduardo Costantini;75.0;1500;Real Estate;real estate;Argentina;;Buenos Aires;;True;M;9/17/1946;;1.0
1929;Wenjun Dai;53.0;1500;Food & Beverage;food;China;;Changsha;;True;M;8/12/1968;;1.0
1929;Bharat Desai;69.0;1500;Technology;IT consulting;United States;Florida;Fisher Island;Syntel Inc.;True;M;11/20/1952;Chairman and Co-founder;1.0
1929;Mohammed Dewji;46.0;1500;Diversified;diversified;Tanzania;;Dar es Salaam;;False;M;5/8/1975;;1.0
1929;Mathias Doepfner;59.0;1500;Media & Entertainment;media;Germany;;Potsdam;;False;M;1/15/1963;;1.0
1929;Domenico Dolce;63.0;1500;Fashion & Retail;luxury goods;Italy;;Milan;;True;M;8/13/1958;;1.0
1929;Marek Dospiva;52.0;1500;Finance & Investments;investments;Czechia;;Prague;;True;M;7/18/1969;;1.0
1929;Fritz Draexlmaier;;1500;Automotive;auto parts;Germany;;Landshut;;False;M;;;1.0
1929;Henrique Dubugras;26.0;1500;Finance & Investments;fintech;United States;California;Los Angeles;Brex;True;M;11/10/1995;Cofounder;1.0
1929;Egon Durban;48.0;1500;Finance & Investments;private equity;United States;California;Atherton;;True;M;8/23/1973;;1.0
1929;Bulent Eczacibasi;72.0;1500;Diversified;pharmaceuticals, diversified;Turkey;;Istanbul;;False;M;12/25/1949;;1.0
1929;Faruk Eczacibasi;67.0;1500;Diversified;pharmaceuticals, diversified;Turkey;;Istanbul;;False;M;6/15/1954;;1.0
1929;Henry Engelhardt;64.0;1500;Finance & Investments;insurance;United Kingdom;;Cardiff;Admiral Group;True;M;1/17/1958;Chief Executive Officer;1.0
1929;Ali Erdemoglu;62.0;1500;Manufacturing;carpet;Turkey;;Istanbul;;True;M;11/20/1959;;1.0
1929;Eduardo Eurnekian;89.0;1500;Diversified;airports, investments;Argentina;;Buenos Aires;;True;M;12/4/1932;;1.0
1929;John Farber;96.0;1500;Manufacturing;chemicals;United States;New York;New York;;True;M;8/23/1925;Dr.;1.0
1929;Clement Fayat & family;90.0;1500;Construction & Engineering;construction;France;;Saint-Émilion;;True;M;1/24/1932;;1.0
1929;Daniel Feffer;62.0;1500;Manufacturing;pulp and paper;Brazil;;São Paulo;;False;M;10/28/1959;;1.0
1929;David Feffer;65.0;1500;Manufacturing;pulp and paper;Brazil;;São Paulo;;False;M;11/13/1956;;1.0
1929;Ruben Feffer;52.0;1500;Manufacturing;pulp and paper;Brazil;;São Paulo;;False;M;;;1.0
1929;Feng Yuxia;57.0;1500;Healthcare;pharmaceuticals;China;;Beijing;;True;F;11/6/1964;;1.0
1929;Sergio Fogel;58.0;1500;Finance & Investments;fintech;Uruguay;;Montevideo;;True;M;12/22/1963;;1.0
1929;Pedro Franceschi;25.0;1500;Finance & Investments;fintech;United States;California;Los Angeles;Brex;True;M;7/19/1996;Cofounder;1.0
1929;Stefano Gabbana;59.0;1500;Fashion & Retail;luxury goods;Italy;;Milan;;True;M;11/14/1962;;1.0
1929;Yi Gao & family;53.0;1500;Healthcare;pharmaceuticals;China;;Changsha;;True;M;10/25/1968;;1.0
1929;Geng Jianming;59.0;1500;Real Estate;real estate;China;;Langfang;;True;M;9/1/1962;;1.0
1929;Alan Gerry;93.0;1500;Media & Entertainment;cable television;United States;New York;Liberty;;True;M;12/25/1928;;1.0
1929;Balkrishan Goenka;55.0;1500;Manufacturing;textiles;India;;Mumbai;;True;M;8/15/1966;;1.0
1929;Esther Grether;86.0;1500;Fashion & Retail;art collection;Switzerland;;Basel;;False;F;1/1/1936;;1.0
1929;Gu Wei;57.0;1500;Manufacturing;consumer electronics;China;;Shenzhen;;True;M;1/27/1965;;1.0
1929;Torstein Hagen;79.0;1500;Service;cruises;Switzerland;;Lucerne;;True;M;2/18/1943;;1.0
1929;Kenneth Hao;53.0;1500;Finance & Investments;private equity;United States;California;Hillsborough;;True;M;9/11/1968;;1.0
1929;He Zhiping;58.0;1500;Finance & Investments;investments;China;;Shenzhen;;True;M;1/1/1964;;1.0
1929;Timothy Headington;71.0;1500;Energy;oil & gas, investments;United States;Texas;Dallas;;False;M;4/24/1950;;1.0
1929;Ilona Herlin;57.0;1500;Manufacturing;elevators, escalators;Finland;;Helsinki;;False;F;1/1/1965;;1.0
1929;Niranjan Hiranandani;72.0;1500;Real Estate;real estate;India;;Mumbai;;True;M;3/8/1950;;1.0
1929;Drew Houston;39.0;1500;Technology;cloud storage service;United States;Texas;Austin;Dropbox;True;M;3/4/1983;CEO;1.0
1929;Huang Rulun;70.0;1500;Real Estate;real estate;China;;Beijing;;True;M;9/18/1951;;1.0
1929;Matt Hulsizer;;1500;Finance & Investments;fintech;United States;Illinois;Chicago;;True;M;;;1.0
1929;Justin Ishbia;44.0;1500;Finance & Investments;private equity;United States;Illinois;Chicago;;False;M;9/18/1977;;1.0
1929;Peter Jackson;60.0;1500;Media & Entertainment;movies, digital effects;New Zealand;;Wellington;Film;True;M;10/31/1961;Director;1.0
1929;Jin Lei;56.0;1500;Healthcare;pharmaceuticals;China;;Changchun;;True;M;8/1/1965;;1.0
1929;Jin Xin;55.0;1500;Manufacturing;manufacturing;China;;Fuxin;;True;M;1/8/1967;;1.0
1929;Conni Jonsson;61.0;1500;Finance & Investments;asset management;Sweden;;Stockholm;;True;M;7/15/1960;;1.0
1929;Jenny Just;54.0;1500;Finance & Investments;fintech;United States;Illinois;Winnetka;;True;F;3/5/1968;;1.0
1929;Ke Xiping & family;61.0;1500;Diversified;investments;China;;Xiamen;;True;M;6/7/1960;;1.0
1929;Ke Zunhong & family;67.0;1500;Healthcare;pharmaceuticals;China;;Chengdu;;True;M;7/1/1954;;1.0
1929;Sidney Kimmel;94.0;1500;Fashion & Retail;retail;United States;New York;New York;;True;M;1/16/1928;;1.0
1929;Seth Klarman;64.0;1500;Finance & Investments;investments;United States;Massachusetts;Chestnut Hill;Baupost Group;True;M;5/1/1957;Investor;1.0
1929;Mustafa Rahmi Koc;91.0;1500;Diversified;diversified;Turkey;;Istanbul;;False;M;10/9/1930;;1.0
1929;Pyotr Kondrashev;72.0;1500;Manufacturing;investments;Austria;;Wien;;True;M;7/16/1949;;1.0
1929;Kong Jian Min;54.0;1500;Real Estate;real estate;China;;Guangzhou;;True;M;1/1/1968;;1.0
1929;Hemendra Kothari;75.0;1500;Finance & Investments;financial services;India;;Mumbai;;False;M;8/26/1946;;1.0
1929;Eduard Kucera;69.0;1500;Technology;software;Czechia;;Prague;;True;M;1/11/1953;;1.0
1929;Christopher Kwok;36.0;1500;Real Estate;real estate;Hong Kong;;Hong Kong;;False;M;4/1/1986;;1.0
1929;Edward Kwok;41.0;1500;Real Estate;real estate;Hong Kong;;Hong Kong;;False;M;4/1/1981;;1.0
1929;Joe Lacob;66.0;1500;Sports;Golden State Warriors;United States;California;Atherton;;True;M;1/10/1956;;1.0
1929;Lai Jianfa;52.0;1500;Logistics;express delivery;China;;Shanghai;;True;M;;;1.0
1929;Manuel Lao Hernández;77.0;1500;Gambling & Casinos;casinos;Spain;;Matadepera;;True;M;6/10/1944;;1.0
1929;Lee Joon-ho;57.0;1500;Technology;online games;South Korea;;Seoul;NHN Entertainment;True;M;9/17/1964;;1.0
1929;Manfredi Lefebvre d'Ovidio & family;68.0;1500;Service;cruises;Monaco;;Monte Carlo;;False;M;4/30/1953;;1.0
1929;Li Jinyang;;1500;Metals & Mining;mining;China;;;;False;F;;;1.0
1929;Li Ming;;1500;Finance & Investments;investments;China;;Longnan;;True;M;;;1.0
1929;Zhen Li & family;58.0;1500;Manufacturing;lithium batteries;China;;Hefei;;True;M;1/23/1964;;1.0
1929;Rongfu Lu;51.0;1500;Telecom;telecommunication;China;;Xiamen;;True;M;1/1/1971;;1.0
1929;Rafique Malik;71.0;1500;Fashion & Retail;footwear;India;;Mumbai;;False;M;10/31/1950;;1.0
1929;Youssef Mansour;76.0;1500;Diversified;diversified;Egypt;;Cairo;;True;M;5/21/1945;;1.0
1929;Mao Lixiang & family;81.0;1500;Technology;cooking appliances;China;;Ningbo;;True;M;1/1/1941;;1.0
1929;David McMurtry;81.0;1500;Manufacturing;manufacturing;United Kingdom;;Wotton-under-Edge;;True;M;5/3/1940;;1.0
1929;Meng Qingshan & family;73.0;1500;Manufacturing;chemicals;China;;Langfang;;True;M;11/17/1948;;1.0
1929;Alan Miller & family;84.0;1500;Healthcare;healthcare services;United States;Pennsylvania;Lower Merion;;True;M;8/17/1937;;1.0
1929;Greg Mondre;47.0;1500;Finance & Investments;private equity;United States;New York;New York;;True;M;5/20/1974;;1.0
1929;Massimo Moratti;76.0;1500;Energy;oil refinery;Italy;;Milan;;False;M;5/16/1945;;1.0
1929;Robert Mouawad;77.0;1500;Service;fine jewelry;Bahrain;;Manama;;False;M;1/1/1945;;1.0
1929;Ezra Nahmad;76.0;1500;Finance & Investments;art;Monaco;;Monte Carlo;;False;M;7/31/1945;Investor;1.0
1929;Tadako Nakatani;;1500;Healthcare;medical diagnostic equipment;Japan;;Kobe;;False;F;;;1.0
1929;Kentaro Ogawa;73.0;1500;Food & Beverage;restaurants;Japan;;Tokyo;;True;M;7/1/1948;;1.0
1929;Jonathan Oringer;47.0;1500;Technology;stock photos;United States;Florida;Miami Beach;;True;M;5/2/1974;;1.0
1929;Niti Osathanugrah;48.0;1500;Finance & Investments;energy drinks,investments;Thailand;;Bangkok;;False;M;1/1/1974;;1.0
1929;Dragos Paval;55.0;1500;Fashion & Retail;retail;Romania;;Bacau;;True;M;6/22/1966;;1.0
1929;Zach Perret;34.0;1500;Finance & Investments;fintech;United States;California;San Francisco;Plaid;True;M;9/17/1987;Cofounder;1.0
1929;Karl-Johan Persson;47.0;1500;Fashion & Retail;H&M;Sweden;;Stockholm;;False;M;3/25/1975;;1.0
1929;Markus Persson;42.0;1500;Media & Entertainment;computer games;Sweden;;Stockholm;;True;M;6/1/1979;Entrepreneur;1.0
1929;Tom Persson;37.0;1500;Fashion & Retail;H&M;Sweden;;Stockholm;;False;M;1/1/1985;;1.0
1929;Kevin Plank;49.0;1500;Fashion & Retail;Under Armour;United States;Maryland;Lutherville-Timonium;Under Armour;True;M;8/13/1972;Chairman and CEO;1.0
1929;Andreas Pohl;57.0;1500;Finance & Investments;mutual funds;Germany;;Marburg;;False;M;7/28/1964;;1.0
1929;Reinfried Pohl, Jr.;62.0;1500;Finance & Investments;mutual funds;Germany;;Marburg;;False;M;11/2/1959;;1.0
1929;Michael Polsky;73.0;1500;Energy;Electric power;United States;Illinois;Chicago;;True;M;1/1/1949;;1.0
1929;Qin Long;56.0;1500;Manufacturing;tire;China;;Qingdao;;True;M;7/1/1965;;1.0
1929;G. M. Rao;71.0;1500;Logistics;infrastructure;India;;Bangalore;;True;M;7/1/1950;;1.0
1929;Mike Repole;54.0;1500;Food & Beverage;sports drink;United States;Florida;Windermere;;True;M;1/21/1968;;1.0
1929;Fernando Roig;74.0;1500;Fashion & Retail;supermarkets;Spain;;Valencia;;False;M;6/25/1947;;1.0
1929;Christopher Rokos;51.0;1500;Finance & Investments;hedge fund;United Kingdom;;London;Rokos Capital Management;True;M;9/21/1970;CEO & Founder ;1.0
1929;Fayez Sarofim;93.0;1500;Finance & Investments;money management;United States;Texas;Houston;;False;M;11/19/1928;;1.0
1929;Antonio Luiz Seabra;79.0;1500;Fashion & Retail;cosmetics;United Kingdom;;London;;True;M;1/1/1943;Entrepreneur;1.0
1929;Amnon Shashua;61.0;1500;Automotive;automotive technology;Israel;;Kfar Shmaryahu;;True;M;5/26/1960;;1.0
1929;Yuri Shefler;54.0;1500;Food & Beverage;alcohol;Switzerland;;Geneva;;True;M;9/10/1967;;1.0
1929;Mikhail Shelkov;53.0;1500;Metals & Mining;titanium;Russia;;Moscow;;True;M;5/30/1968;;1.0
1929;Charlotte Soderstrom;45.0;1500;Fashion & Retail;H&M;Sweden;;Stockholm;;False;F;1/1/1977;;1.0
1929;Edwin Soeryadjaya;72.0;1500;Energy;coal, investments;Indonesia;;jakarta;;False;M;7/17/1949;;1.0
1929;Thomas Steyer;64.0;1500;Finance & Investments;hedge funds;United States;California;San Francisco;;True;M;6/27/1957;;1.0
1929;Kevin Systrom;38.0;1500;Technology;Instagram;United States;California;San Francisco;Instagram;True;M;12/30/1983;Cofounder;1.0
1929;Tang Binsen;39.0;1500;Food & Beverage;beverages;China;;Beijing;;True;M;12/12/1982;;1.0
1929;Hary Tanoesoedibjo;56.0;1500;Media & Entertainment;media, real estate;Indonesia;;Jakarta;;True;M;9/26/1965;;1.0
1929;Jonathan Tisch;68.0;1500;Diversified;insurance, NFL team;United States;New York;New York;;False;M;12/7/1953;;1.0
1929;Wilma Tisch;94.0;1500;Finance & Investments;diversified;United States;New York;New York;;False;F;6/25/1927;;1.0
1929;Kenny Troutt;74.0;1500;Telecom;telecom;United States;Texas;Dallas;;True;M;1/8/1948;;1.0
1929;Thomas von Koch;56.0;1500;Finance & Investments;asset management;Hong Kong;;Hong Kong;;True;M;3/24/1966;;1.0
1929;Junjin Wang;53.0;1500;Service;airline;China;;Shanghai;;True;M;12/1/1968;;1.0
1929;Wang Zelong;25.0;1500;Metals & Mining;chemicals;China;;Jiaozuo;;False;M;7/1/1996;;1.0
1929;Myron Wentz;82.0;1500;Fashion & Retail;health products;Cayman Islands;;Grand Cayman;;True;M;1/1/1940;;1.0
1929;Kaiting Wu;52.0;1500;Telecom;electronics;China;;Xiamen;;True;M;12/1/1969;;1.0
1929;Xiong Wu;46.0;1500;Technology;software;China;;Shenzhen;;True;M;1/1/1976;;1.0
1929;Xu Wanmao;77.0;1500;Service;education;China;;Ningbo;;True;M;1/1/1945;;1.0
1929;Xu Zhenhua;;1500;Media & Entertainment;online games;China;;Shanghai;;True;M;;;1.0
1929;Xue Jiping;71.0;1500;Telecom;cable;China;;Nantong;;True;M;1/1/1951;;1.0
1929;Yang Jian;50.0;1500;Real Estate;real estate;China;;Wenzhou;;True;M;1/1/1972;;1.0
1929;Justin Yuan;;1500;Media & Entertainment;online games;China;;Shanghai;;True;M;;;1.0
1929;Xinghai Zhang & family;59.0;1500;Manufacturing;machinery;China;;Chongqing;;True;M;1/1/1963;;1.0
1929;Xuansong Zhang;50.0;1500;Fashion & Retail;supermarkets;China;;Fuzhou;;True;M;10/9/1971;;1.0
1929;Zhang Yin;65.0;1500;Manufacturing;paper manufacturing;China;;Dongguan;;True;F;2/1/1957;;1.0
1929;Chengjian Zhou;56.0;1500;Fashion & Retail;fashion retail;China;;Shanghai;;True;M;4/30/1965;;1.0
2076;Radhe Shyam Agarwal;77.0;1400;Fashion & Retail;consumer goods;India;;Kolkata;;True;M;2/1/1945;;1.0
2076;Syed Mokhtar AlBukhary;70.0;1400;Construction & Engineering;engineering, automotive;Malaysia;;Kuala Lumpur;;True;M;12/12/1951;;1.0
2076;Nerio Alessandri;60.0;1400;Manufacturing;gym equipment;Italy;;Cesena;;True;M;4/8/1961;;1.0
2076;Patricia Angelini Rossi;68.0;1400;Diversified;forestry, mining;Chile;;Santiago;;False;F;4/5/1954;;1.0
2076;Tope Awotona;40.0;1400;Technology;software;United States;Georgia;Atlanta;Calendly;True;M;4/22/1981;Entrepreneur;1.0
2076;Elena Baturina;59.0;1400;Construction & Engineering;investments, real estate;United Kingdom;;London;;True;F;3/8/1963;;1.0
2076;Sabrina Benetton;48.0;1400;Fashion & Retail;fashion retail, investments;Italy;;Treviso;;False;F;10/4/1973;Entrepreneur;1.0
2076;Thomas Bruch;71.0;1400;Fashion & Retail;retail;Germany;;St. Wendel;;False;M;4/25/1950;;1.0
2076;Marina Budiman;60.0;1400;Technology;data centers;Indonesia;;Jakarta;;True;F;9/5/1961;;1.0
2076;Stewart Butterfield;49.0;1400;Technology;messaging software;United States;Colorado;Aspen;Slack Technologies;True;M;3/21/1973;Cofounder and CEO;1.0
2076;Richard Chang;75.0;1400;Real Estate;real estate, electronics;Taiwan;;Taipei;;True;M;1/1/1947;;1.0
2076;Chen Tianqiao;48.0;1400;Technology;online games;United States;California;Atherton;;True;M;5/16/1973;;1.0
2076;Chen Wenyuan & family;54.0;1400;Technology;testing equipment;China;;Suzhou;;True;M;1/1/1968;;1.0
2076;Cheng Antares;64.0;1400;Food & Beverage;liquor;Hong Kong;;Hong Kong;;True;M;11/1/1957;;1.0
2076;Chin Jong Hwa;63.0;1400;Automotive;auto parts;Taiwan;;Taoyuan;;True;M;6/1/1958;Entrepreneur;1.0
2076;Cho Jyh-jer;;1400;Technology;semiconductors;;;;;True;M;;;1.0
2076;Jim Crane;68.0;1400;Sports;logistics, baseball;United States;Texas;Houston;;True;M;1/17/1954;;1.0
2076;Thierry Cruanes;54.0;1400;Technology;software;United States;California;San Mateo;;True;M;6/23/1967;;1.0
2076;Benoit Dageville;55.0;1400;Technology;software;United States;California;San Carlos;;True;M;6/29/1966;;1.0
2076;Weili Dai;60.0;1400;Technology;semiconductors;United States;Nevada;Las Vegas;Marvell Technology Group;True;F;9/14/1961;Cofounder-President;1.0
2076;Darwin Deason;81.0;1400;Service;software;United States;Texas;Dallas;;True;M;5/14/1940;;1.0
2076;Diego Della Valle;68.0;1400;Fashion & Retail;shoes;Italy;;Sant'' Elpidio A Mare;;False;M;12/30/1953;;1.0
2076;Deng Yingzhong;71.0;1400;Manufacturing;paper;China;;Zhongshan;;True;M;1/1/1951;;1.0
2076;Ding Shui Po;51.0;1400;Fashion & Retail;sneakers, sportswear;China;;Quanzhou;;False;M;11/1/1970;;1.0
2076;Mark Dixon;62.0;1400;Real Estate;office real estate;Monaco;;Monaco;;True;M;11/2/1959;;1.0
2076;Du Shuanghua;57.0;1400;Manufacturing;steel;China;;Hengshui;;True;M;1/1/1965;;1.0
2076;Mukand Lal Dua;73.0;1400;Fashion & Retail;footwear;India;;Delhi;;True;M;1/8/1949;;1.0
2076;Ramesh Kumar Dua;68.0;1400;Fashion & Retail;footwear;India;;Delhi;;True;M;3/24/1954;;1.0
2076;Fan Minhua;60.0;1400;Healthcare;pharmaceuticals;China;;Haikou;;True;F;10/23/1961;;1.0
2076;Hongbo Fang;55.0;1400;Manufacturing;home appliances;China;;Shunde;;True;M;1/1/1967;;1.0
2076;William Foley, II.;77.0;1400;Finance & Investments;financial services;United States;Nevada;Las Vegas;;True;M;12/29/1944;;1.0
2076;Jayme Garfinkel & family;76.0;1400;Finance & Investments;insurance;Brazil;;Sao Paulo;;False;M;11/30/1945;;1.0
2076;Radhe Shyam Goenka;76.0;1400;Fashion & Retail;consumer goods;India;;Kolkata;;True;M;2/1/1946;;1.0
2076;Maggie Hardy Knox;56.0;1400;Service;building materials;United States;Pennsylvania;Belle Vernon;;False;F;12/7/1965;;1.0
2076;Ayman Hariri;43.0;1400;Construction & Engineering;construction, investments;France;;Paris;;False;M;5/16/1978;;1.0
2076;Christoph Henkel;64.0;1400;Fashion & Retail;consumer goods;United Kingdom;;London;;False;M;2/11/1958;;1.0
2076;Daniel Hirschfeld;80.0;1400;Fashion & Retail;fashion retail;United States;Nebraska;Kearney;;False;M;5/31/1941;Entrepreneur;1.0
2076;William Hockey;32.0;1400;Finance & Investments;fintech;United States;California;San Francisco;Plaid;True;M;9/21/1989;Cofounder;1.0
2076;Huang Guanlin;57.0;1400;Fashion & Retail;textiles, apparel;China;;Ningbo;;True;M;1/1/1965;;1.0
2076;Huang Xiaofen & family;60.0;1400;Technology;printed circuit boards;China;;Shenzhen;;True;F;1/1/1962;;1.0
2076;Jay-Z;52.0;1400;Media & Entertainment;Multiple;United States;New York;New York;Roc Nation Sports;True;M;12/4/1969;;1.0
2076;Yintai Jiang & family;71.0;1400;Automotive;auto parts;China;;Shanghai;;True;M;7/30/1950;;1.0
2076;Johan Johannson;55.0;1400;Fashion & Retail;grocery stores;Norway;;Oslo;;False;M;1/1/1967;;1.0
2076;Ramesh Juneja;66.0;1400;Healthcare;pharmaceuticals;India;;Delhi;;True;M;7/28/1955;;1.0
2076;Scott Kapnick;63.0;1400;Finance & Investments;private equity;United States;Florida;Naples;;True;M;2/9/1959;Investor;1.0
2076;Viktor Kharitonin;49.0;1400;Healthcare;pharmaceuticals;Russia;;Moscow;;True;M;11/20/1972;;1.0
2076;Kim Jun-ki;77.0;1400;Diversified;diversified;South Korea;;Seoul;Dongbu Insurance Co. Ltd.;True;M;12/4/1944;;1.0
2076;Kim Sang-yeol;61.0;1400;Construction & Engineering;construction;South Korea;;Seoul;;True;M;1/3/1961;;1.0
2076;Christine Knauf;;1400;Manufacturing;building materials;Germany;;Berlin;;False;F;;;1.0
2076;Karl Knauf;;1400;Manufacturing;building materials;Germany;;Iphofen;;False;M;;;1.0
2076;Yogesh Kothari;73.0;1400;Manufacturing;specialty chemicals;India;;Mumbai;;True;M;1/1/1949;;1.0
2076;Kurt Krieger;74.0;1400;Fashion & Retail;furniture retailing;Germany;;Berlin;;True;M;4/2/1948;Entrepreneur;1.0
2076;Mustafa Kucuk;58.0;1400;Fashion & Retail;fashion retail;Turkey;;Istanbul;;True;M;6/3/1963;;1.0
2076;Sebastian Kulczyk;41.0;1400;Finance & Investments;diversified;Switzerland;;;;False;M;11/16/1980;;1.0
2076;Gary Lauder;59.0;1400;Fashion & Retail;Estée Lauder;United States;California;Atherton;;False;M;5/5/1962;;1.0
2076;Art Levinson;72.0;1400;Diversified;Genentech, Apple;United States;California;Hillsborough;;True;M;3/31/1950;;1.0
2076;Li Li;58.0;1400;Healthcare;pharmaceuticals;China;;Shenzhen;;True;M;2/9/1964;;1.0
2076;Guangwei Liang;58.0;1400;Manufacturing;conglomerate;China;;Shenzhen;;True;M;9/1/1963;;1.0
2076;Scott Lin;89.0;1400;Technology;optical components;Taiwan;;Taichung;;True;M;1/1/1933;;1.0
2076;Jenny Lindén Urnes;51.0;1400;Manufacturing;powdered metal;Sweden;;Helsingborg;;False;F;3/29/1971;;1.0
2076;Anatoly Lomakin;69.0;1400;Metals & Mining;investments;Russia;;Moscow;;True;M;6/30/1952;;1.0
2076;Jeffrey Lorberbaum;67.0;1400;Manufacturing;flooring;United States;Tennessee;Chattanooga;;False;M;10/25/1954;;1.0
2076;Gary Magness;68.0;1400;Media & Entertainment;cable TV, investments;United States;Colorado;Denver;;False;M;2/26/1954;;1.0
2076;Zhongwu Mao;59.0;1400;Manufacturing;manufacturing;China;;Changsha;;True;M;8/13/1962;;1.0
2076;Ilson Mateus & family;59.0;1400;Fashion & Retail;supermarkets;Brazil;;Sao Luis;;True;M;2/6/1963;;1.0
2076;Vadim Moshkovich;54.0;1400;Food & Beverage;agriculture, land;Russia;;Moscow;;True;M;4/6/1967;;1.0
2076;Jerry Moyes & family;78.0;1400;Logistics;transportation;United States;Arizona;Tolleson;;True;M;1/15/1944;;1.0
2076;George Alexander Muthoot;66.0;1400;Finance & Investments;financial services;India;;Ernakulam;;False;M;9/16/1955;;1.0
2076;George Jacob Muthoot;69.0;1400;Finance & Investments;financial services;India;;Trivandrum;;False;M;9/21/1952;;1.0
2076;George Thomas Muthoot;71.0;1400;Finance & Investments;financial services;India;;Kottayam;;False;M;12/25/1950;;1.0
2076;Sara George Muthoot;61.0;1400;Finance & Investments;financial services;India;;Delhi;;False;F;4/22/1960;;1.0
2076;Marius Nacht;56.0;1400;Technology;software;Israel;;Tel Aviv;;True;M;1/1/1966;;1.0
2076;Adam Neumann;43.0;1400;Real Estate;WeWork;United States;New York;New York;;True;M;4/1/1979;;1.0
2076;Simon Nixon;54.0;1400;Technology;price comparison website;United Kingdom;;St. Brelade, Jersey;;True;M;8/1/1967;;1.0
2076;Stefan Olsson;73.0;1400;Diversified;diversified;United Kingdom;;London;;False;M;1/1/1949;;1.0
